file,person
yaleB03_P00A+035E+15.jpg,03
yaleB03_P00A+035E+40.jpg,03
yaleB03_P00A+035E+65.jpg,03
yaleB03_P00A+035E-20.jpg,03
yaleB03_P00A+050E+00.jpg,03
yaleB03_P00A+060E+20.jpg,03
yaleB03_P00A+060E-20.jpg,03
yaleB03_P00A+070E+00.jpg,03
yaleB03_P00A+070E+45.jpg,03
yaleB03_P00A+070E-35.jpg,03
yaleB03_P00A+085E+20.jpg,03
yaleB03_P00A+085E-20.jpg,03
yaleB03_P00A+110E+15.jpg,03
yaleB03_P00A+110E+40.jpg,03
yaleB03_P00A+110E+65.jpg,03
yaleB03_P00A+110E-20.jpg,03
yaleB03_P00A+120E+00.jpg,03
yaleB03_P00A+130E+20.jpg,03
yaleB03_P00A-005E+10.jpg,03
yaleB03_P00A-005E-10.jpg,03
yaleB03_P00A-010E+00.jpg,03
yaleB03_P00A-010E-20.jpg,03
yaleB03_P00A-015E+20.jpg,03
yaleB03_P00A-020E+10.jpg,03
yaleB03_P00A-020E-10.jpg,03
yaleB03_P00A-020E-40.jpg,03
yaleB03_P00A-025E+00.jpg,03
yaleB03_P00A-035E+15.jpg,03
yaleB03_P00A-035E+40.jpg,03
yaleB03_P00A-035E+65.jpg,03
yaleB03_P00A-035E-20.jpg,03
yaleB03_P00A-050E+00.jpg,03
yaleB03_P00A-050E-40.jpg,03
yaleB03_P00A-060E+20.jpg,03
yaleB03_P00A-060E-20.jpg,03
yaleB04_P00A+000E+00.jpg,04
yaleB04_P00A+000E+20.jpg,04
yaleB04_P00A+000E+45.jpg,04
yaleB04_P00A+000E+90.jpg,04
yaleB04_P00A+000E-20.jpg,04
yaleB04_P00A+000E-35.jpg,04
yaleB04_P00A+005E+10.jpg,04
yaleB04_P00A+005E-10.jpg,04
yaleB04_P00A+010E+00.jpg,04
yaleB04_P00A+010E-20.jpg,04
yaleB04_P00A+015E+20.jpg,04
yaleB04_P00A+020E+10.jpg,04
yaleB04_P00A+020E-10.jpg,04
yaleB04_P00A+020E-40.jpg,04
yaleB04_P00A+025E+00.jpg,04
yaleB04_P00A+035E+15.jpg,04
yaleB04_P00A+035E+40.jpg,04
yaleB04_P00A+035E+65.jpg,04
yaleB04_P00A+035E-20.jpg,04
yaleB04_P00A+050E+00.jpg,04
yaleB04_P00A+060E+20.jpg,04
yaleB04_P00A+060E-20.jpg,04
yaleB04_P00A+070E+00.jpg,04
yaleB04_P00A+070E+45.jpg,04
yaleB04_P00A+070E-35.jpg,04
yaleB04_P00A+085E+20.jpg,04
yaleB04_P00A+085E-20.jpg,04
yaleB04_P00A+110E+15.jpg,04
yaleB04_P00A+110E+40.jpg,04
yaleB04_P00A+110E+65.jpg,04
yaleB04_P00A+110E-20.jpg,04
yaleB04_P00A+120E+00.jpg,04
yaleB04_P00A-005E+10.jpg,04
yaleB04_P00A-005E-10.jpg,04
yaleB04_P00A-010E+00.jpg,04
yaleB04_P00A-010E-20.jpg,04
yaleB04_P00A-015E+20.jpg,04
yaleB04_P00A-020E+10.jpg,04
yaleB04_P00A-020E-10.jpg,04
yaleB04_P00A-020E-40.jpg,04
yaleB04_P00A-025E+00.jpg,04
yaleB04_P00A-035E+15.jpg,04
yaleB04_P00A-035E+40.jpg,04
yaleB04_P00A-035E+65.jpg,04
yaleB04_P00A-035E-20.jpg,04
yaleB04_P00A-050E+00.jpg,04
yaleB04_P00A-050E-40.jpg,04
yaleB04_P00A-060E+20.jpg,04
yaleB04_P00A-060E-20.jpg,04
yaleB04_P00A-070E+00.jpg,04
yaleB05_P00A+000E+00.jpg,05
yaleB05_P00A+000E+20.jpg,05
yaleB05_P00A+000E+45.jpg,05
yaleB05_P00A+000E-20.jpg,05
yaleB05_P00A+000E-35.jpg,05
yaleB05_P00A+005E+10.jpg,05
yaleB05_P00A+005E-10.jpg,05
yaleB05_P00A+010E+00.jpg,05
yaleB05_P00A+010E-20.jpg,05
yaleB05_P00A+015E+20.jpg,05
yaleB05_P00A+020E+10.jpg,05
yaleB05_P00A+020E-10.jpg,05
yaleB05_P00A+020E-40.jpg,05
yaleB05_P00A+025E+00.jpg,05
yaleB05_P00A+035E+15.jpg,05
yaleB05_P00A+035E+40.jpg,05
yaleB05_P00A+035E+65.jpg,05
yaleB05_P00A+035E-20.jpg,05
yaleB05_P00A+050E+00.jpg,05
yaleB05_P00A+060E+20.jpg,05
yaleB05_P00A+060E-20.jpg,05
yaleB05_P00A+070E+00.jpg,05
yaleB05_P00A+070E+45.jpg,05
yaleB05_P00A+070E-35.jpg,05
yaleB05_P00A+085E+20.jpg,05
yaleB05_P00A+085E-20.jpg,05
yaleB05_P00A+110E+15.jpg,05
yaleB05_P00A+110E+40.jpg,05
yaleB05_P00A+110E+65.jpg,05
yaleB05_P00A+110E-20.jpg,05
yaleB05_P00A+120E+00.jpg,05
yaleB05_P00A+130E+20.jpg,05
yaleB05_P00A-005E+10.jpg,05
yaleB05_P00A-005E-10.jpg,05
yaleB05_P00A-010E+00.jpg,05
yaleB05_P00A-010E-20.jpg,05
yaleB05_P00A-015E+20.jpg,05
yaleB05_P00A-020E+10.jpg,05
yaleB05_P00A-020E-10.jpg,05
yaleB05_P00A-020E-40.jpg,05
yaleB05_P00A-025E+00.jpg,05
yaleB05_P00A-035E+15.jpg,05
yaleB05_P00A-035E+40.jpg,05
yaleB05_P00A-035E+65.jpg,05
yaleB05_P00A-035E-20.jpg,05
yaleB05_P00A-050E+00.jpg,05
yaleB05_P00A-050E-40.jpg,05
yaleB05_P00A-060E+20.jpg,05
yaleB05_P00A-060E-20.jpg,05
yaleB05_P00A-070E+00.jpg,05
yaleB06_P00A+000E+00.jpg,06
yaleB06_P00A+000E+20.jpg,06
yaleB06_P00A+000E+45.jpg,06
yaleB06_P00A+000E+90.jpg,06
yaleB06_P00A+000E-20.jpg,06
yaleB06_P00A+000E-35.jpg,06
yaleB06_P00A+005E+10.jpg,06
yaleB06_P00A+005E-10.jpg,06
yaleB06_P00A+010E+00.jpg,06
yaleB06_P00A+010E-20.jpg,06
yaleB06_P00A+015E+20.jpg,06
yaleB06_P00A+020E+10.jpg,06
yaleB06_P00A+020E-10.jpg,06
yaleB06_P00A+020E-40.jpg,06
yaleB06_P00A+025E+00.jpg,06
yaleB06_P00A+035E+15.jpg,06
yaleB06_P00A+035E+40.jpg,06
yaleB06_P00A+035E+65.jpg,06
yaleB06_P00A+035E-20.jpg,06
yaleB06_P00A+050E+00.jpg,06
yaleB06_P00A+060E+20.jpg,06
yaleB06_P00A+060E-20.jpg,06
yaleB06_P00A+070E+00.jpg,06
yaleB06_P00A+070E+45.jpg,06
yaleB06_P00A+070E-35.jpg,06
yaleB06_P00A+085E+20.jpg,06
yaleB06_P00A+085E-20.jpg,06
yaleB06_P00A+110E+15.jpg,06
yaleB06_P00A+110E+40.jpg,06
yaleB06_P00A+110E+65.jpg,06
yaleB06_P00A+110E-20.jpg,06
yaleB06_P00A+120E+00.jpg,06
yaleB06_P00A-005E+10.jpg,06
yaleB06_P00A-005E-10.jpg,06
yaleB06_P00A-010E+00.jpg,06
yaleB06_P00A-015E+20.jpg,06
yaleB06_P00A-020E+10.jpg,06
yaleB06_P00A-020E-10.jpg,06
yaleB06_P00A-020E-40.jpg,06
yaleB06_P00A-025E+00.jpg,06
yaleB06_P00A-035E+15.jpg,06
yaleB06_P00A-035E+40.jpg,06
yaleB06_P00A-035E+65.jpg,06
yaleB06_P00A-035E-20.jpg,06
yaleB06_P00A-050E+00.jpg,06
yaleB06_P00A-050E-40.jpg,06
yaleB06_P00A-060E+20.jpg,06
yaleB06_P00A-060E-20.jpg,06
yaleB06_P00A-070E+00.jpg,06
yaleB06_P00A-070E+45.jpg,06
yaleB07_P00A+000E+00.jpg,07
yaleB07_P00A+000E+20.jpg,07
yaleB07_P00A+000E+45.jpg,07
yaleB07_P00A+000E+90.jpg,07
yaleB07_P00A+000E-20.jpg,07
yaleB07_P00A+000E-35.jpg,07
yaleB07_P00A+005E+10.jpg,07
yaleB07_P00A+005E-10.jpg,07
yaleB07_P00A+010E+00.jpg,07
yaleB07_P00A+010E-20.jpg,07
yaleB07_P00A+015E+20.jpg,07
yaleB07_P00A+020E+10.jpg,07
yaleB07_P00A+020E-10.jpg,07
yaleB07_P00A+020E-40.jpg,07
yaleB07_P00A+025E+00.jpg,07
yaleB07_P00A+035E+15.jpg,07
yaleB07_P00A+035E+40.jpg,07
yaleB07_P00A+035E+65.jpg,07
yaleB07_P00A+035E-20.jpg,07
yaleB07_P00A+050E+00.jpg,07
yaleB07_P00A+060E+20.jpg,07
yaleB07_P00A+060E-20.jpg,07
yaleB07_P00A+070E+00.jpg,07
yaleB07_P00A+070E+45.jpg,07
yaleB07_P00A+070E-35.jpg,07
yaleB07_P00A+085E+20.jpg,07
yaleB07_P00A+085E-20.jpg,07
yaleB07_P00A+110E+15.jpg,07
yaleB07_P00A+110E+40.jpg,07
yaleB07_P00A+110E+65.jpg,07
yaleB07_P00A+110E-20.jpg,07
yaleB07_P00A+120E+00.jpg,07
yaleB07_P00A-005E+10.jpg,07
yaleB07_P00A-005E-10.jpg,07
yaleB07_P00A-010E+00.jpg,07
yaleB07_P00A-010E-20.jpg,07
yaleB07_P00A-015E+20.jpg,07
yaleB07_P00A-020E+10.jpg,07
yaleB07_P00A-020E-10.jpg,07
yaleB07_P00A-020E-40.jpg,07
yaleB07_P00A-025E+00.jpg,07
yaleB07_P00A-035E+15.jpg,07
yaleB07_P00A-035E+40.jpg,07
yaleB07_P00A-035E+65.jpg,07
yaleB07_P00A-035E-20.jpg,07
yaleB07_P00A-050E+00.jpg,07
yaleB07_P00A-050E-40.jpg,07
yaleB07_P00A-060E+20.jpg,07
yaleB07_P00A-060E-20.jpg,07
yaleB07_P00A-070E+00.jpg,07
yaleB08_P00A+000E+00.jpg,08
yaleB08_P00A+000E+20.jpg,08
yaleB08_P00A+000E+45.jpg,08
yaleB08_P00A+000E+90.jpg,08
yaleB08_P00A+000E-20.jpg,08
yaleB08_P00A+000E-35.jpg,08
yaleB08_P00A+005E+10.jpg,08
yaleB08_P00A+005E-10.jpg,08
yaleB08_P00A+010E+00.jpg,08
yaleB08_P00A+010E-20.jpg,08
yaleB08_P00A+015E+20.jpg,08
yaleB08_P00A+020E+10.jpg,08
yaleB08_P00A+020E-10.jpg,08
yaleB08_P00A+020E-40.jpg,08
yaleB08_P00A+025E+00.jpg,08
yaleB08_P00A+035E+15.jpg,08
yaleB08_P00A+035E+40.jpg,08
yaleB08_P00A+035E+65.jpg,08
yaleB08_P00A+035E-20.jpg,08
yaleB08_P00A+050E+00.jpg,08
yaleB08_P00A+060E+20.jpg,08
yaleB08_P00A+060E-20.jpg,08
yaleB08_P00A+070E+00.jpg,08
yaleB08_P00A+070E+45.jpg,08
yaleB08_P00A+070E-35.jpg,08
yaleB08_P00A+085E+20.jpg,08
yaleB08_P00A+085E-20.jpg,08
yaleB08_P00A+110E+15.jpg,08
yaleB08_P00A+110E+40.jpg,08
yaleB08_P00A+110E+65.jpg,08
yaleB08_P00A+110E-20.jpg,08
yaleB08_P00A+120E+00.jpg,08
yaleB08_P00A-005E+10.jpg,08
yaleB08_P00A-005E-10.jpg,08
yaleB08_P00A-010E+00.jpg,08
yaleB08_P00A-010E-20.jpg,08
yaleB08_P00A-015E+20.jpg,08
yaleB08_P00A-020E+10.jpg,08
yaleB08_P00A-020E-10.jpg,08
yaleB08_P00A-020E-40.jpg,08
yaleB08_P00A-025E+00.jpg,08
yaleB08_P00A-035E+15.jpg,08
yaleB08_P00A-035E+40.jpg,08
yaleB08_P00A-035E+65.jpg,08
yaleB08_P00A-035E-20.jpg,08
yaleB08_P00A-050E+00.jpg,08
yaleB08_P00A-050E-40.jpg,08
yaleB08_P00A-060E+20.jpg,08
yaleB08_P00A-060E-20.jpg,08
yaleB08_P00A-070E+00.jpg,08
yaleB09_P00A+000E+00.jpg,09
yaleB09_P00A+000E+20.jpg,09
yaleB09_P00A+000E+45.jpg,09
yaleB09_P00A+000E+90.jpg,09
yaleB09_P00A+000E-20.jpg,09
yaleB09_P00A+000E-35.jpg,09
yaleB09_P00A+005E+10.jpg,09
yaleB09_P00A+005E-10.jpg,09
yaleB09_P00A+010E+00.jpg,09
yaleB09_P00A+010E-20.jpg,09
yaleB09_P00A+015E+20.jpg,09
yaleB09_P00A+020E+10.jpg,09
yaleB09_P00A+020E-10.jpg,09
yaleB09_P00A+020E-40.jpg,09
yaleB09_P00A+025E+00.jpg,09
yaleB09_P00A+035E+15.jpg,09
yaleB09_P00A+035E+40.jpg,09
yaleB09_P00A+035E+65.jpg,09
yaleB09_P00A+035E-20.jpg,09
yaleB09_P00A+050E+00.jpg,09
yaleB09_P00A+060E+20.jpg,09
yaleB09_P00A+060E-20.jpg,09
yaleB09_P00A+070E+00.jpg,09
yaleB09_P00A+070E+45.jpg,09
yaleB09_P00A+070E-35.jpg,09
yaleB09_P00A+085E+20.jpg,09
yaleB09_P00A+085E-20.jpg,09
yaleB09_P00A+110E+15.jpg,09
yaleB09_P00A+110E+40.jpg,09
yaleB09_P00A+110E+65.jpg,09
yaleB09_P00A+110E-20.jpg,09
yaleB09_P00A+120E+00.jpg,09
yaleB09_P00A-005E+10.jpg,09
yaleB09_P00A-005E-10.jpg,09
yaleB09_P00A-010E+00.jpg,09
yaleB09_P00A-010E-20.jpg,09
yaleB09_P00A-015E+20.jpg,09
yaleB09_P00A-020E+10.jpg,09
yaleB09_P00A-020E-10.jpg,09
yaleB09_P00A-020E-40.jpg,09
yaleB09_P00A-025E+00.jpg,09
yaleB09_P00A-035E+15.jpg,09
yaleB09_P00A-035E+40.jpg,09
yaleB09_P00A-035E+65.jpg,09
yaleB09_P00A-035E-20.jpg,09
yaleB09_P00A-050E+00.jpg,09
yaleB09_P00A-050E-40.jpg,09
yaleB09_P00A-060E+20.jpg,09
yaleB09_P00A-060E-20.jpg,09
yaleB09_P00A-070E+00.jpg,09
yaleB11_P00A+000E+00.jpg,11
yaleB11_P00A+000E+20.jpg,11
yaleB11_P00A+000E+45.jpg,11
yaleB11_P00A+000E+90.jpg,11
yaleB11_P00A+000E-20.jpg,11
yaleB11_P00A+000E-35.jpg,11
yaleB11_P00A+005E+10.jpg,11
yaleB11_P00A+005E-10.jpg,11
yaleB11_P00A+010E+00.jpg,11
yaleB11_P00A+010E-20.jpg,11
yaleB11_P00A+015E+20.jpg,11
yaleB11_P00A+020E+10.jpg,11
yaleB11_P00A+020E-10.jpg,11
yaleB11_P00A+020E-40.jpg,11
yaleB11_P00A+025E+00.jpg,11
yaleB11_P00A+035E+15.jpg,11
yaleB11_P00A+035E+40.jpg,11
yaleB11_P00A+035E+65.jpg,11
yaleB11_P00A+035E-20.jpg,11
yaleB11_P00A+050E+00.jpg,11
yaleB11_P00A+060E+20.jpg,11
yaleB11_P00A+060E-20.jpg,11
yaleB11_P00A+070E+00.jpg,11
yaleB11_P00A+070E+45.jpg,11
yaleB11_P00A+070E-35.jpg,11
yaleB11_P00A+085E+20.jpg,11
yaleB11_P00A+085E-20.jpg,11
yaleB11_P00A+110E+15.jpg,11
yaleB11_P00A+110E+40.jpg,11
yaleB11_P00A+110E+65.jpg,11
yaleB11_P00A+110E-20.jpg,11
yaleB11_P00A+120E+00.jpg,11
yaleB11_P00A+130E+20.jpg,11
yaleB11_P00A-005E+10.jpg,11
yaleB11_P00A-005E-10.jpg,11
yaleB11_P00A-010E+00.jpg,11
yaleB11_P00A-010E-20.jpg,11
yaleB11_P00A-015E+20.jpg,11
yaleB11_P00A-020E+10.jpg,11
yaleB11_P00A-020E-10.jpg,11
yaleB11_P00A-020E-40.jpg,11
yaleB11_P00A-025E+00.jpg,11
yaleB11_P00A-035E+15.jpg,11
yaleB11_P00A-035E+40.jpg,11
yaleB11_P00A-035E+65.jpg,11
yaleB11_P00A-035E-20.jpg,11
yaleB11_P00A-050E+00.jpg,11
yaleB11_P00A-060E+20.jpg,11
yaleB11_P00A-060E-20.jpg,11
yaleB11_P00A-070E+00.jpg,11
yaleB12_P00A+000E+00.jpg,12
yaleB12_P00A+000E+20.jpg,12
yaleB12_P00A+000E+45.jpg,12
yaleB12_P00A+000E+90.jpg,12
yaleB12_P00A+000E-20.jpg,12
yaleB12_P00A+000E-35.jpg,12
yaleB12_P00A+005E+10.jpg,12
yaleB12_P00A+005E-10.jpg,12
yaleB12_P00A+010E+00.jpg,12
yaleB12_P00A+010E-20.jpg,12
yaleB12_P00A+015E+20.jpg,12
yaleB12_P00A+020E+10.jpg,12
yaleB12_P00A+020E-10.jpg,12
yaleB12_P00A+020E-40.jpg,12
yaleB12_P00A+025E+00.jpg,12
yaleB12_P00A+035E+15.jpg,12
yaleB12_P00A+035E+40.jpg,12
yaleB12_P00A+035E+65.jpg,12
yaleB12_P00A+035E-20.jpg,12
yaleB12_P00A+050E+00.jpg,12
yaleB12_P00A+060E+20.jpg,12
yaleB12_P00A+060E-20.jpg,12
yaleB12_P00A+070E+00.jpg,12
yaleB12_P00A+070E+45.jpg,12
yaleB12_P00A+070E-35.jpg,12
yaleB12_P00A+085E+20.jpg,12
yaleB12_P00A+085E-20.jpg,12
yaleB12_P00A+110E+15.jpg,12
yaleB12_P00A+110E+40.jpg,12
yaleB12_P00A+110E+65.jpg,12
yaleB12_P00A+110E-20.jpg,12
yaleB12_P00A+120E+00.jpg,12
yaleB12_P00A+130E+20.jpg,12
yaleB12_P00A-005E+10.jpg,12
yaleB12_P00A-005E-10.jpg,12
yaleB12_P00A-010E+00.jpg,12
yaleB12_P00A-010E-20.jpg,12
yaleB12_P00A-015E+20.jpg,12
yaleB12_P00A-020E+10.jpg,12
yaleB12_P00A-020E-10.jpg,12
yaleB12_P00A-020E-40.jpg,12
yaleB12_P00A-025E+00.jpg,12
yaleB12_P00A-035E+15.jpg,12
yaleB12_P00A-035E+40.jpg,12
yaleB12_P00A-035E+65.jpg,12
yaleB12_P00A-035E-20.jpg,12
yaleB12_P00A-050E+00.jpg,12
yaleB12_P00A-060E+20.jpg,12
yaleB12_P00A-060E-20.jpg,12
yaleB12_P00A-070E+00.jpg,12
yaleB13_P00A+000E+00.jpg,13
yaleB13_P00A+000E+20.jpg,13
yaleB13_P00A+000E+45.jpg,13
yaleB13_P00A+000E+90.jpg,13
yaleB13_P00A+000E-20.jpg,13
yaleB13_P00A+000E-35.jpg,13
yaleB13_P00A+005E+10.jpg,13
yaleB13_P00A+005E-10.jpg,13
yaleB13_P00A+010E+00.jpg,13
yaleB13_P00A+010E-20.jpg,13
yaleB13_P00A+015E+20.jpg,13
yaleB13_P00A+020E+10.jpg,13
yaleB13_P00A+020E-10.jpg,13
yaleB13_P00A+020E-40.jpg,13
yaleB13_P00A+025E+00.jpg,13
yaleB13_P00A+035E+15.jpg,13
yaleB13_P00A+035E+40.jpg,13
yaleB13_P00A+035E+65.jpg,13
yaleB13_P00A+035E-20.jpg,13
yaleB13_P00A+050E+00.jpg,13
yaleB13_P00A+060E+20.jpg,13
yaleB13_P00A+060E-20.jpg,13
yaleB13_P00A+070E+00.jpg,13
yaleB13_P00A+070E+45.jpg,13
yaleB13_P00A+070E-35.jpg,13
yaleB13_P00A+085E+20.jpg,13
yaleB13_P00A+085E-20.jpg,13
yaleB13_P00A+110E+15.jpg,13
yaleB13_P00A+110E+40.jpg,13
yaleB13_P00A+110E+65.jpg,13
yaleB13_P00A+110E-20.jpg,13
yaleB13_P00A+120E+00.jpg,13
yaleB13_P00A+130E+20.jpg,13
yaleB13_P00A-005E+10.jpg,13
yaleB13_P00A-005E-10.jpg,13
yaleB13_P00A-010E+00.jpg,13
yaleB13_P00A-010E-20.jpg,13
yaleB13_P00A-015E+20.jpg,13
yaleB13_P00A-020E+10.jpg,13
yaleB13_P00A-020E-10.jpg,13
yaleB13_P00A-020E-40.jpg,13
yaleB13_P00A-025E+00.jpg,13
yaleB13_P00A-035E+15.jpg,13
yaleB13_P00A-035E+40.jpg,13
yaleB13_P00A-035E+65.jpg,13
yaleB13_P00A-035E-20.jpg,13
yaleB13_P00A-050E+00.jpg,13
yaleB13_P00A-060E+20.jpg,13
yaleB13_P00A-060E-20.jpg,13
yaleB13_P00A-070E+00.jpg,13
yaleB15_P00A+000E+00.jpg,15
yaleB15_P00A+000E+20.jpg,15
yaleB15_P00A+000E+45.jpg,15
yaleB15_P00A+000E+90.jpg,15
yaleB15_P00A+000E-20.jpg,15
yaleB15_P00A+000E-35.jpg,15
yaleB15_P00A+005E+10.jpg,15
yaleB15_P00A+005E-10.jpg,15
yaleB15_P00A+010E+00.jpg,15
yaleB15_P00A+010E-20.jpg,15
yaleB15_P00A+015E+20.jpg,15
yaleB15_P00A+020E+10.jpg,15
yaleB15_P00A+020E-10.jpg,15
yaleB15_P00A+020E-40.jpg,15
yaleB15_P00A+025E+00.jpg,15
yaleB15_P00A+035E+15.jpg,15
yaleB15_P00A+035E+40.jpg,15
yaleB15_P00A+035E+65.jpg,15
yaleB15_P00A+035E-20.jpg,15
yaleB15_P00A+050E+00.jpg,15
yaleB15_P00A+060E+20.jpg,15
yaleB15_P00A+060E-20.jpg,15
yaleB15_P00A+070E+00.jpg,15
yaleB15_P00A+070E+45.jpg,15
yaleB15_P00A+070E-35.jpg,15
yaleB15_P00A+085E+20.jpg,15
yaleB15_P00A+085E-20.jpg,15
yaleB15_P00A+110E+15.jpg,15
yaleB15_P00A+110E+40.jpg,15
yaleB15_P00A+110E+65.jpg,15
yaleB15_P00A+110E-20.jpg,15
yaleB15_P00A+120E+00.jpg,15
yaleB15_P00A-005E+10.jpg,15
yaleB15_P00A-005E-10.jpg,15
yaleB15_P00A-010E+00.jpg,15
yaleB15_P00A-010E-20.jpg,15
yaleB15_P00A-015E+20.jpg,15
yaleB15_P00A-020E+10.jpg,15
yaleB15_P00A-020E-10.jpg,15
yaleB15_P00A-020E-40.jpg,15
yaleB15_P00A-025E+00.jpg,15
yaleB15_P00A-035E+15.jpg,15
yaleB15_P00A-035E+65.jpg,15
yaleB15_P00A-035E-20.jpg,15
yaleB15_P00A-050E+00.jpg,15
yaleB15_P00A-050E-40.jpg,15
yaleB15_P00A-060E+20.jpg,15
yaleB15_P00A-060E-20.jpg,15
yaleB15_P00A-070E+00.jpg,15
yaleB15_P00A-070E+45.jpg,15
yaleB16_P00A+000E+00.jpg,16
yaleB16_P00A+000E+20.jpg,16
yaleB16_P00A+000E+45.jpg,16
yaleB16_P00A+000E+90.jpg,16
yaleB16_P00A+000E-20.jpg,16
yaleB16_P00A+000E-35.jpg,16
yaleB16_P00A+005E+10.jpg,16
yaleB16_P00A+005E-10.jpg,16
yaleB16_P00A+010E+00.jpg,16
yaleB16_P00A+010E-20.jpg,16
yaleB16_P00A+015E+20.jpg,16
yaleB16_P00A+020E+10.jpg,16
yaleB16_P00A+020E-10.jpg,16
yaleB16_P00A+020E-40.jpg,16
yaleB16_P00A+025E+00.jpg,16
yaleB16_P00A+035E+15.jpg,16
yaleB16_P00A+035E+40.jpg,16
yaleB16_P00A+035E+65.jpg,16
yaleB16_P00A+035E-20.jpg,16
yaleB16_P00A+050E+00.jpg,16
yaleB16_P00A+060E+20.jpg,16
yaleB16_P00A+060E-20.jpg,16
yaleB16_P00A+070E+00.jpg,16
yaleB16_P00A+070E+45.jpg,16
yaleB16_P00A+070E-35.jpg,16
yaleB16_P00A+085E+20.jpg,16
yaleB16_P00A+085E-20.jpg,16
yaleB16_P00A+110E+15.jpg,16
yaleB16_P00A+110E+40.jpg,16
yaleB16_P00A+110E+65.jpg,16
yaleB16_P00A+110E-20.jpg,16
yaleB16_P00A+120E+00.jpg,16
yaleB16_P00A-005E+10.jpg,16
yaleB16_P00A-005E-10.jpg,16
yaleB16_P00A-010E-20.jpg,16
yaleB16_P00A-015E+20.jpg,16
yaleB16_P00A-020E+10.jpg,16
yaleB16_P00A-020E-10.jpg,16
yaleB16_P00A-020E-40.jpg,16
yaleB16_P00A-025E+00.jpg,16
yaleB16_P00A-035E+15.jpg,16
yaleB16_P00A-035E+40.jpg,16
yaleB16_P00A-035E+65.jpg,16
yaleB16_P00A-035E-20.jpg,16
yaleB16_P00A-050E+00.jpg,16
yaleB16_P00A-050E-40.jpg,16
yaleB16_P00A-060E+20.jpg,16
yaleB16_P00A-060E-20.jpg,16
yaleB16_P00A-070E+00.jpg,16
yaleB16_P00A-070E+45.jpg,16
yaleB17_P00A+000E+00.jpg,17
yaleB17_P00A+000E+20.jpg,17
yaleB17_P00A+000E+45.jpg,17
yaleB17_P00A+000E+90.jpg,17
yaleB17_P00A+000E-20.jpg,17
yaleB17_P00A+000E-35.jpg,17
yaleB17_P00A+005E+10.jpg,17
yaleB17_P00A+005E-10.jpg,17
yaleB17_P00A+010E+00.jpg,17
yaleB17_P00A+010E-20.jpg,17
yaleB17_P00A+015E+20.jpg,17
yaleB17_P00A+020E+10.jpg,17
yaleB17_P00A+020E-10.jpg,17
yaleB17_P00A+020E-40.jpg,17
yaleB17_P00A+025E+00.jpg,17
yaleB17_P00A+035E+15.jpg,17
